ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,Date,price,volume,trades
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-01-06,71.24988000000002,2317291,6931
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-01-07,72.38158051689857,1771542,5859
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-01-08,72.91593503937005,2941368,8904
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-01-09,75.07452286282303,2726823,8452
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-01-10,75.5171428571428,2632057,7643
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-01-13,75.0435010060363,1998984,5619
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-01-14,74.68805835010052,1867783,6184
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-01-15,75.23634730538924,1886380,5292
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-01-16,74.99942073170736,1702421,5548
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-01-17,75.53562624254474,3059657,8034
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-01-20,75.27422839506175,1227659,4250
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-01-21,75.45484909456744,1730267,5045
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-01-22,75.32036290322581,2196629,5865
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-01-23,74.4044257425742,1880088,6543
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-01-24,76.05933070866138,4160963,12718
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-01-27,73.89124752475239,3399409,10038
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-01-28,74.59690944881892,2684513,9447
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-01-29,75.28510101010099,1796616,5496
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-01-30,73.90563872255484,2743790,8721
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-01-31,73.96503929273086,3760897,9262
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-02-03,73.50745039682538,2285251,6989
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-02-04,75.04067193675895,2966007,7681
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-02-05,76.26449504950493,3220661,8303
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-02-06,77.89484189723315,2446008,8088
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-02-07,77.72254509018033,2001080,5761
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-02-10,77.31484599589321,1805283,4748
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-02-11,77.46142276422769,1970242,4974
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-02-12,77.39795731707314,1665464,4905
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-02-13,77.0343799212599,2237053,8298
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-02-14,77.53960334029229,1591976,5127
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-02-17,75.67593117408904,2438589,7022
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-02-18,75.54769467213117,1901779,5156
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-02-19,75.52508064516128,1648665,4924
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-02-20,75.263412371134,3600380,8922
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-02-21,74.27460238568577,6123794,18444
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-02-24,71.08607495069036,5617236,16093
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-02-25,70.50333988212178,3872762,14976
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-02-26,69.30540433925049,6934751,21288
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-02-27,67.48092885375495,6457786,21731
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-02-28,64.32123274161735,12903573,29178
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-03-02,64.60749003984066,6555565,22941
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-03-03,66.40586444007859,6142183,21513
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-03-04,66.40322200392933,5616580,15795
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-03-05,66.2096758349705,3656343,10785
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-03-06,64.33181459566075,5256308,14970
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-03-09,58.73747035573122,10331749,34626
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-03-10,58.32520669291338,8668542,28903
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-03-11,57.16904527559061,5988000,19721
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-03-12,51.512465415019776,11749482,38095
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-03-13,49.458705179282894,10499910,39364
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-03-16,46.51723814229249,11782270,64341
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-03-17,48.37369175627241,2523685,16103
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-03-18,48.98027439024387,1374585,8879
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-03-19,48.24691964285714,8126160,29573
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-03-20,50.66150896414343,11885251,25246
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-03-23,47.90959153543308,7078659,29174
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-03-24,49.57535433070857,15841994,46514
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-03-25,50.66686274509805,13966610,69178
DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2020-03-26,50.37168137254897,9493274,42824
